"id","farmer","village","district","mandal","crop","acreage","health","risk","confidence","lat","lng","ndvi","evi","ndre","analytics","outline","geometry"
"AND-GUN-000264","Sai Daggubati","IMMANI","Guntur","Duggirala","Horse Gram",8.02,76.73,"Medium",96.7,16.310492453606507,80.65281876448395,0.69,0.48,0.38,"{""pH"": 5.49, ""EC"": 1.21, ""Organic_Carbon"": 0.97, ""Nitrogen"": 185.0, ""Phosphorus"": 13.0, ""Potassium"": 126.0, ""Zinc"": 1.18, ""Iron"": 5.78, ""Copper"": 1.48, ""Boron"": 1.53, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-000264""}",NULL,NULL
"AND-GUN-007478","Krishna Raju","IMMANI","Guntur","Duggirala","Coconut",0.69,52.3,"High",95.5,16.306633595069997,80.67749012154812,0.38,0.35,0.32,"{""pH"": 7.11, ""EC"": 1.4, ""Organic_Carbon"": 0.54, ""Nitrogen"": 187.0, ""Phosphorus"": 20.0, ""Potassium"": 252.0, ""Zinc"": 0.97, ""Iron"": 12.44, ""Copper"": 1.71, ""Boron"": 2.04, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-007478""}",NULL,NULL
"AND-GUN-003860","Subba Rao Kodali","TALLURU","Guntur","Phirangipuram","Sesame (Til)",12.59,91.97,"Low",93.5,16.301776025060178,80.21786358591251,0.52,0.42,0.25,"{""pH"": 7.43, ""EC"": 2.51, ""Organic_Carbon"": 1.11, ""Nitrogen"": 149.0, ""Phosphorus"": 22.0, ""Potassium"": 237.0, ""Zinc"": 3.44, ""Iron"": 2.46, ""Copper"": 0.39, ""Boron"": 0.57, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-003860""}",NULL,NULL
"AND-GUN-000022","Ramesh Rao","TALLURU","Guntur","Phirangipuram","Red Gram (Pigeon Pea)",2.52,58.4,"High",97.9,16.300492263485133,80.23489491103477,0.57,0.54,0.27,"{""pH"": 6.67, ""EC"": 1.68, ""Organic_Carbon"": 0.59, ""Nitrogen"": 434.0, ""Phosphorus"": 72.0, ""Potassium"": 88.0, ""Zinc"": 2.4, ""Iron"": 9.21, ""Copper"": 1.87, ""Boron"": 0.35, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-000022""}",NULL,NULL
"AND-GUN-003537","Prasad Reddy","PENUMULI","Guntur","Duggirala","Maize",4.22,64.07,"Medium",97.1,16.32962751030198,80.59366531103547,0.33,0.21,0.44,"{""pH"": 7.95, ""EC"": 1.24, ""Organic_Carbon"": 1.32, ""Nitrogen"": 196.0, ""Phosphorus"": 28.0, ""Potassium"": 533.0, ""Zinc"": 1.04, ""Iron"": 3.26, ""Copper"": 1.44, ""Boron"": 1.05, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-003537""}",NULL,NULL
"AND-GUN-004981","Murali Raju","PENUMULI","Guntur","Duggirala","Green Gram (Moong)",14.67,98.9,"Low",86.8,16.34259802763125,80.56368591039269,0.74,0.31,0.24,"{""pH"": 5.1, ""EC"": 1.46, ""Organic_Carbon"": 0.24, ""Nitrogen"": 216.0, ""Phosphorus"": 5.0, ""Potassium"": 246.0, ""Zinc"": 1.11, ""Iron"": 8.29, ""Copper"": 1.01, ""Boron"": 1.69, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-004981""}",NULL,NULL
"AND-GUN-000676","Venkata Rao","VALLABHAPURAM","Guntur","Kollipara","Black Gram (Urad)",14.74,99.13,"Low",88.1,16.349830885191263,80.7303772197862,0.56,0.55,0.21,"{""pH"": 7.22, ""EC"": 0.35, ""Organic_Carbon"": 0.34, ""Nitrogen"": 422.0, ""Phosphorus"": 20.0, ""Potassium"": 122.0, ""Zinc"": 2.14, ""Iron"": 13.86, ""Copper"": 1.34, ""Boron"": 0.56, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-000676""}",NULL,NULL
"AND-GUN-006146","Ramu Akkineni","VALLABHAPURAM","Guntur","Kollipara","Turmeric",2.94,59.8,"High",93.6,16.327836417259604,80.70911925744176,0.52,0.35,0.44,"{""pH"": 8.39, ""EC"": 1.99, ""Organic_Carbon"": 1.38, ""Nitrogen"": 442.0, ""Phosphorus"": 18.0, ""Potassium"": 123.0, ""Zinc"": 1.71, ""Iron"": 7.65, ""Copper"": 0.55, ""Boron"": 2.25, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-006146""}",NULL,NULL
"AND-GUN-000289","Sai Kodali","PEDA PALAKALURU","Guntur","Guntur","Turmeric",4.65,65.5,"Medium",86.8,16.350724681672254,80.40762139817625,0.61,0.2,0.45,"{""pH"": 7.46, ""EC"": 2.29, ""Organic_Carbon"": 0.91, ""Nitrogen"": 408.0, ""Phosphorus"": 30.0, ""Potassium"": 278.0, ""Zinc"": 1.17, ""Iron"": 4.31, ""Copper"": 1.4, ""Boron"": 0.55, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-000289""}",NULL,NULL
"AND-GUN-003404","Narasimha Vemula","PEDA PALAKALURU","Guntur","Guntur","Onion",5.24,67.47,"Medium",99.0,16.34951185350802,80.37318030130442,0.63,0.35,0.22,"{""pH"": 5.37, ""EC"": 1.13, ""Organic_Carbon"": 0.95, ""Nitrogen"": 128.0, ""Phosphorus"": 76.0, ""Potassium"": 264.0, ""Zinc"": 2.42, ""Iron"": 12.29, ""Copper"": 0.83, ""Boron"": 2.09, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-003404""}",NULL,NULL
"AND-GUN-004230","Saraswathi Kothapalli","PEDA PALAKALURU","Guntur","Guntur","Banana",3.25,60.83,"Medium",93.7,16.361766399003763,80.38295257601533,0.38,0.21,0.45,"{""pH"": 7.56, ""EC"": 0.88, ""Organic_Carbon"": 1.26, ""Nitrogen"": 279.0, ""Phosphorus"": 39.0, ""Potassium"": 159.0, ""Zinc"": 2.11, ""Iron"": 9.58, ""Copper"": 1.73, ""Boron"": 1.51, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-004230""}",NULL,NULL
"AND-GUN-009606","Narasimha Konidela","PEDA PALAKALURU","Guntur","Guntur","Oil Palm",11.72,89.07,"Low",94.8,16.34353654051735,80.39212320820275,0.48,0.21,0.29,"{""pH"": 8.15, ""EC"": 0.96, ""Organic_Carbon"": 0.86, ""Nitrogen"": 435.0, ""Phosphorus"": 66.0, ""Potassium"": 314.0, ""Zinc"": 2.79, ""Iron"": 3.6, ""Copper"": 1.74, ""Boron"": 0.96, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-009606""}",NULL,NULL
"AND-GUN-000356","Subba Rao Dasari","SIRANGIPURAM","Guntur","Phirangipuram","Jowar (Sorghum)",9.82,82.73,"Low",88.6,16.336833259389376,80.23913585186492,0.59,0.37,0.37,"{""pH"": 7.5, ""EC"": 1.66, ""Organic_Carbon"": 0.7, ""Nitrogen"": 368.0, ""Phosphorus"": 68.0, ""Potassium"": 237.0, ""Zinc"": 2.22, ""Iron"": 6.19, ""Copper"": 1.32, ""Boron"": 0.37, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-000356""}",NULL,NULL
"AND-GUN-001400","Parvathi Mekapati","SIRANGIPURAM","Guntur","Phirangipuram","Groundnut",10.75,85.83,"Low",92.2,16.334592213271968,80.24132176488293,0.52,0.49,0.24,"{""pH"": 6.9, ""EC"": 0.47, ""Organic_Carbon"": 1.14, ""Nitrogen"": 211.0, ""Phosphorus"": 78.0, ""Potassium"": 356.0, ""Zinc"": 0.53, ""Iron"": 4.05, ""Copper"": 1.94, ""Boron"": 2.49, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-001400""}",NULL,NULL
"AND-GUN-009461","Parvathi Ghattamaneni","SIRANGIPURAM","Guntur","Phirangipuram","Turmeric",10.41,84.7,"Low",96.4,16.34075761119343,80.2466656383923,0.71,0.5,0.22,"{""pH"": 5.01, ""EC"": 1.42, ""Organic_Carbon"": 0.91, ""Nitrogen"": 243.0, ""Phosphorus"": 15.0, ""Potassium"": 185.0, ""Zinc"": 1.59, ""Iron"": 3.45, ""Copper"": 0.2, ""Boron"": 1.25, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-009461""}",NULL,NULL
"AND-GUN-003376","Venkatesh Naidu","ERRAGUNTLAPADU","Guntur","Phirangipuram","Green Gram (Moong)",11.78,89.27,"Low",94.8,16.33490702913629,80.19520684842261,0.51,0.54,0.4,"{""pH"": 8.44, ""EC"": 2.12, ""Organic_Carbon"": 0.65, ""Nitrogen"": 243.0, ""Phosphorus"": 58.0, ""Potassium"": 240.0, ""Zinc"": 2.49, ""Iron"": 9.98, ""Copper"": 0.46, ""Boron"": 1.64, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-003376""}",NULL,NULL
"AND-GUN-000966","Kiran Goud","PERECHERLA","Guntur","Medikonduru","Red Gram (Pigeon Pea)",5.66,68.87,"Medium",88.7,16.330828780010044,80.35183835520048,0.45,0.54,0.39,"{""pH"": 8.75, ""EC"": 2.5, ""Organic_Carbon"": 0.68, ""Nitrogen"": 305.0, ""Phosphorus"": 10.0, ""Potassium"": 239.0, ""Zinc"": 0.67, ""Iron"": 5.2, ""Copper"": 1.37, ""Boron"": 2.22, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-000966""}",NULL,NULL
"AND-GUN-007727","Nageswara Rao Yarlagadda","PERECHERLA","Guntur","Medikonduru","Onion",1.89,56.3,"High",96.1,16.328818370207866,80.35409839297928,0.46,0.5,0.27,"{""pH"": 5.56, ""EC"": 0.74, ""Organic_Carbon"": 1.3, ""Nitrogen"": 219.0, ""Phosphorus"": 31.0, ""Potassium"": 158.0, ""Zinc"": 0.51, ""Iron"": 3.89, ""Copper"": 1.64, ""Boron"": 0.7, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-007727""}",NULL,NULL
"AND-GUN-008491","Venkata Allu","PERECHERLA","Guntur","Medikonduru","Sugarcane",12.25,90.83,"Low",86.0,16.3407615608047,80.35504130086558,0.32,0.36,0.5,"{""pH"": 8.6, ""EC"": 0.59, ""Organic_Carbon"": 0.32, ""Nitrogen"": 394.0, ""Phosphorus"": 39.0, ""Potassium"": 485.0, ""Zinc"": 2.14, ""Iron"": 13.59, ""Copper"": 1.0, ""Boron"": 1.42, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-008491""}",NULL,NULL
"AND-GUN-009649","Satyanarayana Vemula","CHINA PALAKALURU","Guntur","Guntur","Banana",9.05,80.17,"Low",90.1,16.354912399697625,80.37525843472405,0.65,0.46,0.27,"{""pH"": 8.57, ""EC"": 1.5, ""Organic_Carbon"": 0.55, ""Nitrogen"": 291.0, ""Phosphorus"": 65.0, ""Potassium"": 407.0, ""Zinc"": 1.22, ""Iron"": 7.53, ""Copper"": 1.91, ""Boron"": 0.22, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-009649""}",NULL,NULL
"AND-GUN-005577","Srinivas Kaza","KOTAMARAJUKONDRU","Guntur","Duggirala","Cotton",9.93,83.1,"Low",93.1,16.34760265390963,80.5700134133356,0.3,0.22,0.44,"{""pH"": 7.21, ""EC"": 0.56, ""Organic_Carbon"": 1.28, ""Nitrogen"": 212.0, ""Phosphorus"": 31.0, ""Potassium"": 592.0, ""Zinc"": 1.44, ""Iron"": 10.76, ""Copper"": 0.6, ""Boron"": 1.31, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-005577""}",NULL,NULL
"AND-GUN-002255","Rambabu Akkineni","GORANTLA","Guntur","Guntur","Paddy (Rice)",13.25,94.17,"Low",85.5,16.335639939975064,80.44447564055245,0.4,0.28,0.5,"{""pH"": 7.19, ""EC"": 0.36, ""Organic_Carbon"": 1.24, ""Nitrogen"": 145.0, ""Phosphorus"": 75.0, ""Potassium"": 119.0, ""Zinc"": 1.39, ""Iron"": 12.8, ""Copper"": 0.41, ""Boron"": 1.25, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-002255""}",NULL,NULL
"AND-GUN-008620","Appa Rao Allu","GORANTLA","Guntur","Guntur","Banana",2.84,59.47,"High",94.9,16.342463962104613,80.45127169435166,0.69,0.4,0.23,"{""pH"": 5.67, ""EC"": 1.07, ""Organic_Carbon"": 1.35, ""Nitrogen"": 429.0, ""Phosphorus"": 19.0, ""Potassium"": 397.0, ""Zinc"": 0.46, ""Iron"": 7.43, ""Copper"": 1.41, ""Boron"": 2.35, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-008620""}",NULL,NULL
"AND-GUN-002490","Venkata Kodali","TAKKELAPADU","Guntur","Phirangipuram","Green Gram (Moong)",5.94,69.8,"Medium",87.2,16.352822181304372,80.2298137860856,0.34,0.51,0.49,"{""pH"": 6.05, ""EC"": 1.21, ""Organic_Carbon"": 0.28, ""Nitrogen"": 419.0, ""Phosphorus"": 48.0, ""Potassium"": 345.0, ""Zinc"": 1.76, ""Iron"": 2.64, ""Copper"": 1.36, ""Boron"": 1.1, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-002490""}",NULL,NULL
"AND-GUN-004252","Ramesh Nandamuri","TAKKELAPADU","Guntur","Phirangipuram","Green Gram (Moong)",1.4,54.67,"High",86.7,16.367842979470936,80.24696456832534,0.61,0.33,0.48,"{""pH"": 8.49, ""EC"": 2.27, ""Organic_Carbon"": 1.17, ""Nitrogen"": 201.0, ""Phosphorus"": 56.0, ""Potassium"": 151.0, ""Zinc"": 1.19, ""Iron"": 14.25, ""Copper"": 0.64, ""Boron"": 1.72, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-004252""}",NULL,NULL
"AND-GUN-004444","Venkata Allu","PERIKALAPUDI","Guntur","Duggirala","Tomato",6.29,70.97,"Medium",86.8,16.344849381374544,80.6403429286708,0.47,0.4,0.44,"{""pH"": 7.99, ""EC"": 1.54, ""Organic_Carbon"": 0.95, ""Nitrogen"": 168.0, ""Phosphorus"": 18.0, ""Potassium"": 200.0, ""Zinc"": 3.02, ""Iron"": 4.27, ""Copper"": 1.12, ""Boron"": 0.27, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-004444""}",NULL,NULL
"AND-GUN-006054","Ravi Uppalapati","MORAMPUDI","Guntur","Duggirala","Turmeric",6.22,70.73,"Medium",95.1,16.33498513935974,80.6303097509632,0.8,0.27,0.23,"{""pH"": 5.59, ""EC"": 3.0, ""Organic_Carbon"": 1.27, ""Nitrogen"": 203.0, ""Phosphorus"": 59.0, ""Potassium"": 106.0, ""Zinc"": 0.61, ""Iron"": 4.43, ""Copper"": 1.33, ""Boron"": 1.37, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-006054""}",NULL,NULL
"AND-GUN-002040","Srinu Konidela","CHINNAPALEM","Guntur","Duggirala","Sesame (Til)",4.14,63.8,"Medium",96.9,16.36411910750629,80.66727815130082,0.5,0.24,0.21,"{""pH"": 7.07, ""EC"": 2.29, ""Organic_Carbon"": 1.28, ""Nitrogen"": 198.0, ""Phosphorus"": 15.0, ""Potassium"": 84.0, ""Zinc"": 1.55, ""Iron"": 7.83, ""Copper"": 1.78, ""Boron"": 0.88, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-002040""}",NULL,NULL
"AND-GUN-002665","Parvathi Golla","CHINNAPALEM","Guntur","Duggirala","Sunflower",9.31,81.03,"Low",85.2,16.372530621301074,80.66090125955601,0.49,0.5,0.43,"{""pH"": 7.4, ""EC"": 0.26, ""Organic_Carbon"": 0.34, ""Nitrogen"": 317.0, ""Phosphorus"": 29.0, ""Potassium"": 331.0, ""Zinc"": 1.09, ""Iron"": 2.77, ""Copper"": 0.6, ""Boron"": 2.21, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-002665""}",NULL,NULL
"AND-GUN-007368","Nageswara Rao Allu","POTLAPADU","Guntur","Medikonduru","Ragi (Finger Millet)",8.9,79.67,"Medium",96.9,16.37208521982929,80.27356047536009,0.54,0.53,0.37,"{""pH"": 8.8, ""EC"": 1.77, ""Organic_Carbon"": 1.4, ""Nitrogen"": 448.0, ""Phosphorus"": 48.0, ""Potassium"": 417.0, ""Zinc"": 1.78, ""Iron"": 2.03, ""Copper"": 1.1, ""Boron"": 1.71, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-007368""}",NULL,NULL
"AND-GUN-008815","Krishna Konidela","NAMBURU","Guntur","Pedakakani","Black Gram (Urad)",9.99,83.3,"Low",89.6,16.294473439079756,80.53732952862671,0.78,0.41,0.47,"{""pH"": 5.87, ""EC"": 2.33, ""Organic_Carbon"": 0.8, ""Nitrogen"": 289.0, ""Phosphorus"": 72.0, ""Potassium"": 348.0, ""Zinc"": 2.27, ""Iron"": 2.61, ""Copper"": 0.25, ""Boron"": 1.38, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-008815""}",NULL,NULL
"AND-GUN-000933","Lakshmi Dasari","DAMARAPALLE","Guntur","Tadikonda","Sunflower",14.77,99.23,"Low",94.4,16.378761274566923,80.41768927322025,0.66,0.57,0.27,"{""pH"": 5.47, ""EC"": 2.24, ""Organic_Carbon"": 1.43, ""Nitrogen"": 177.0, ""Phosphorus"": 31.0, ""Potassium"": 534.0, ""Zinc"": 0.67, ""Iron"": 5.58, ""Copper"": 0.72, ""Boron"": 1.63, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-000933""}",NULL,NULL
"AND-GUN-000588","Srinu Bandi","VISADALA","Guntur","Medikonduru","Green Gram (Moong)",2.37,57.9,"High",88.8,16.350574260764567,80.32942510167908,0.72,0.56,0.21,"{""pH"": 6.5, ""EC"": 0.99, ""Organic_Carbon"": 1.36, ""Nitrogen"": 392.0, ""Phosphorus"": 25.0, ""Potassium"": 463.0, ""Zinc"": 1.04, ""Iron"": 3.1, ""Copper"": 1.53, ""Boron"": 0.81, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-000588""}",NULL,NULL
"AND-GUN-003034","Murali Raju","VISADALA","Guntur","Medikonduru","Red Gram (Pigeon Pea)",1.97,56.57,"High",89.9,16.368956211629907,80.33641446776181,0.65,0.5,0.46,"{""pH"": 6.6, ""EC"": 1.37, ""Organic_Carbon"": 1.4, ""Nitrogen"": 249.0, ""Phosphorus"": 55.0, ""Potassium"": 307.0, ""Zinc"": 2.84, ""Iron"": 6.13, ""Copper"": 0.25, ""Boron"": 0.6, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-003034""}",NULL,NULL
"AND-GUN-003992","Venkata Nandamuri","VISADALA","Guntur","Medikonduru","Sesame (Til)",3.56,61.87,"Medium",98.8,16.357412421206696,80.33303261993983,0.35,0.24,0.24,"{""pH"": 7.23, ""EC"": 1.3, ""Organic_Carbon"": 1.48, ""Nitrogen"": 254.0, ""Phosphorus"": 16.0, ""Potassium"": 437.0, ""Zinc"": 2.36, ""Iron"": 7.28, ""Copper"": 0.14, ""Boron"": 0.57, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-003992""}",NULL,NULL
"AND-GUN-007110","Ravi Nandamuri","VISADALA","Guntur","Medikonduru","Mango",6.53,71.77,"Medium",90.2,16.363823801311312,80.33993244082671,0.57,0.43,0.46,"{""pH"": 6.6, ""EC"": 2.09, ""Organic_Carbon"": 1.09, ""Nitrogen"": 290.0, ""Phosphorus"": 45.0, ""Potassium"": 532.0, ""Zinc"": 2.93, ""Iron"": 14.81, ""Copper"": 1.87, ""Boron"": 1.28, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-007110""}",NULL,NULL
"AND-GUN-000921","Babu Mekapati","KOPPURUNARRU","Guntur","Pedakakani","Jowar (Sorghum)",13.09,93.63,"Low",96.1,16.377619673162712,80.51600488422962,0.78,0.59,0.32,"{""pH"": 5.43, ""EC"": 1.48, ""Organic_Carbon"": 1.48, ""Nitrogen"": 374.0, ""Phosphorus"": 61.0, ""Potassium"": 217.0, ""Zinc"": 3.03, ""Iron"": 12.52, ""Copper"": 0.1, ""Boron"": 1.24, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-000921""}",NULL,NULL
"AND-GUN-005542","Prasad Golla","KOPPURUNARRU","Guntur","Pedakakani","Paddy (Rice)",9.92,83.07,"Low",86.9,16.374888218394062,80.5021197941045,0.45,0.42,0.29,"{""pH"": 7.02, ""EC"": 1.42, ""Organic_Carbon"": 1.37, ""Nitrogen"": 384.0, ""Phosphorus"": 25.0, ""Potassium"": 404.0, ""Zinc"": 1.93, ""Iron"": 13.25, ""Copper"": 0.45, ""Boron"": 1.33, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-005542""}",NULL,NULL
"AND-GUN-000144","Narasimha Reddy","ZONNALAGADDA","Guntur","Guntur","Tomato",4.86,66.2,"Medium",89.7,16.38616769898688,80.46605443972976,0.51,0.25,0.39,"{""pH"": 8.23, ""EC"": 0.21, ""Organic_Carbon"": 1.4, ""Nitrogen"": 313.0, ""Phosphorus"": 27.0, ""Potassium"": 117.0, ""Zinc"": 3.49, ""Iron"": 7.16, ""Copper"": 1.04, ""Boron"": 2.35, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-000144""}",NULL,NULL
"AND-GUN-009442","Gopi Pothineni","ZONNALAGADDA","Guntur","Guntur","Oil Palm",2.01,56.7,"High",87.3,16.377708231239637,80.45756059231474,0.73,0.56,0.41,"{""pH"": 7.55, ""EC"": 1.07, ""Organic_Carbon"": 0.85, ""Nitrogen"": 271.0, ""Phosphorus"": 64.0, ""Potassium"": 497.0, ""Zinc"": 0.48, ""Iron"": 6.73, ""Copper"": 1.94, ""Boron"": 0.44, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-009442""}",NULL,NULL
"AND-GUN-000753","Prakash Uppalapati","SRINGARAPURAM","Guntur","Duggirala","Chilli",9.6,82.0,"Low",97.8,16.395151013528988,80.64274285505043,0.55,0.4,0.28,"{""pH"": 5.26, ""EC"": 0.64, ""Organic_Carbon"": 1.37, ""Nitrogen"": 172.0, ""Phosphorus"": 6.0, ""Potassium"": 565.0, ""Zinc"": 1.61, ""Iron"": 2.27, ""Copper"": 1.95, ""Boron"": 2.22, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-000753""}",NULL,NULL
"AND-GUN-002520","Siva Pothineni","CHIRUVURU","Guntur","Duggirala","Horse Gram",10.98,86.6,"Low",97.2,16.387287840899255,80.60239474481197,0.56,0.59,0.39,"{""pH"": 7.08, ""EC"": 1.18, ""Organic_Carbon"": 0.32, ""Nitrogen"": 119.0, ""Phosphorus"": 10.0, ""Potassium"": 212.0, ""Zinc"": 0.42, ""Iron"": 3.99, ""Copper"": 0.24, ""Boron"": 0.71, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-002520""}",NULL,NULL
"AND-GUN-005518","Gopi Dasari","CHIRUVURU","Guntur","Duggirala","Ragi (Finger Millet)",11.63,88.77,"Low",98.9,16.361114261834768,80.61611100714909,0.51,0.27,0.44,"{""pH"": 8.74, ""EC"": 0.27, ""Organic_Carbon"": 1.36, ""Nitrogen"": 416.0, ""Phosphorus"": 53.0, ""Potassium"": 216.0, ""Zinc"": 1.06, ""Iron"": 2.97, ""Copper"": 1.64, ""Boron"": 1.63, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-005518""}",NULL,NULL
"AND-GUN-009507","Krishna Bandi","CHIRUVURU","Guntur","Duggirala","Black Gram (Urad)",1.78,55.93,"High",90.5,16.376977516650392,80.57928959953328,0.68,0.53,0.35,"{""pH"": 7.59, ""EC"": 2.5, ""Organic_Carbon"": 0.81, ""Nitrogen"": 328.0, ""Phosphorus"": 16.0, ""Potassium"": 414.0, ""Zinc"": 3.48, ""Iron"": 3.32, ""Copper"": 1.51, ""Boron"": 1.66, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-009507""}",NULL,NULL
